Rotated Filter (dFilter = 1.6, K_0 = 0.0001) for fluid with viscosity = 0.0479, density = 866.2
====================
| Row  | Phi_0_ | phi | theta | h   | method     | pressuredrop | runtime | FiltEST_runtime |
| 1045 | 0.2    | 40  | 60    | 0.4 | "K_JJ"     | 5.08062      | 0.396   | 23.672          |
| 1046 | 0.2    | 40  | 60    | 0.4 | "K_KC"     | 4.94837      | 0.34985 | 22.594          |
| 1047 | 0.2    | 40  | 60    | 0.4 | "K_xi"     | 5.59105      | 0.33691 | 23.281          |
| 1048 | 0.2    | 40  | 60    | 0.4 | "fill"     | 7.80021      | 0.36475 | 22.094          |
| 1049 | 0.2    | 40  | 60    | 0.4 | "remove"   | 3.31143      | 0.34351 | 22.438          |
| 1050 | 0.2    | 40  | 60    | 0.4 | "midpoint" | 5.48406      | 0.36133 | 22.391          |
| 1051 | 0.2    | 40  | 60    | 0.1 | "fill"     | 6.01304      | 14.766  | 385.75          |
| 1052 | 0.2    | 40  | 60    | 0.1 | "remove"   | 4.90695      | 14.742  | 384.75          |
| 1053 | 0.2    | 40  | 60    | 0.1 | "midpoint" | 5.4561       | 14.844  | 399.75          |
| 1054 | 0.2    | 40  | 55    | 0.4 | "K_JJ"     | 4.84666      | 0.39136 | 24.094          |
| 1055 | 0.2    | 40  | 55    | 0.4 | "K_KC"     | 4.71955      | 0.40039 | 22.875          |
| 1056 | 0.2    | 40  | 55    | 0.4 | "K_xi"     | 5.33642      | 0.37158 | 24.094          |
| 1057 | 0.2    | 40  | 55    | 0.4 | "fill"     | 7.45038      | 0.40771 | 22.375          |
| 1058 | 0.2    | 40  | 55    | 0.4 | "remove"   | 3.15559      | 0.36133 | 23.75           |
| 1059 | 0.2    | 40  | 55    | 0.4 | "midpoint" | 5.25006      | 0.38428 | 24.047          |
| 1060 | 0.2    | 40  | 55    | 0.1 | "fill"     | 5.73754      | 15.867  | 373.75          |
| 1061 | 0.2    | 40  | 55    | 0.1 | "remove"   | 4.67134      | 15.469  | 384.75          |
| 1062 | 0.2    | 40  | 55    | 0.1 | "midpoint" | 5.19874      | 14.773  | 384.25          |
| 1063 | 0.2    | 40  | 50    | 0.4 | "K_JJ"     | 4.57644      | 0.41895 | 24.563          |
| 1064 | 0.2    | 40  | 50    | 0.4 | "K_KC"     | 4.45549      | 0.40601 | 21.516          |
| 1065 | 0.2    | 40  | 50    | 0.4 | "K_xi"     | 5.04285      | 0.39478 | 23.781          |
| 1066 | 0.2    | 40  | 50    | 0.4 | "fill"     | 7.05852      | 0.40625 | 24.328          |
| 1067 | 0.2    | 40  | 50    | 0.4 | "remove"   | 2.97922      | 0.39844 | 22.234          |
| 1068 | 0.2    | 40  | 50    | 0.4 | "midpoint" | 4.95165      | 0.39209 | 22.609          |
| 1069 | 0.2    | 40  | 50    | 0.1 | "fill"     | 5.41234      | 15.953  | 381.25          |
| 1070 | 0.2    | 40  | 50    | 0.1 | "remove"   | 4.40161      | 15.523  | 396.0           |
| 1071 | 0.2    | 40  | 50    | 0.1 | "midpoint" | 4.90138      | 15.477  | 388.25          |
| 1072 | 0.2    | 40  | 45    | 0.4 | "K_JJ"     | 4.27049      | 0.39282 | 22.953          |
| 1073 | 0.2    | 40  | 45    | 0.4 | "K_KC"     | 4.15542      | 0.35986 | 25.125          |
| 1074 | 0.2    | 40  | 45    | 0.4 | "K_xi"     | 4.71093      | 0.41504 | 21.547          |
| 1075 | 0.2    | 40  | 45    | 0.4 | "fill"     | 6.60507      | 0.40845 | 21.438          |
| 1076 | 0.2    | 40  | 45    | 0.4 | "remove"   | 2.7682       | 0.40356 | 23.047          |
| 1077 | 0.2    | 40  | 45    | 0.4 | "midpoint" | 4.61027      | 0.38721 | 22.0            |
| 1078 | 0.2    | 40  | 45    | 0.1 | "fill"     | 5.03997      | 15.703  | 374.0           |
| 1079 | 0.2    | 40  | 45    | 0.1 | "remove"   | 4.10131      | 15.953  | 390.75          |
| 1080 | 0.2    | 40  | 45    | 0.1 | "midpoint" | 4.56622      | 15.172  | 399.25          |
| 1081 | 0.2    | 40  | 40    | 0.4 | "K_JJ"     | 3.92984      | 0.43628 | 22.453          |
| 1082 | 0.2    | 40  | 40    | 0.4 | "K_KC"     | 3.82153      | 0.44604 | 22.297          |
| 1083 | 0.2    | 40  | 40    | 0.4 | "K_xi"     | 4.3407       | 0.43164 | 23.625          |
| 1084 | 0.2    | 40  | 40    | 0.4 | "fill"     | 6.06048      | 0.43384 | 22.313          |
| 1085 | 0.2    | 40  | 40    | 0.4 | "remove"   | 2.56356      | 0.44116 | 24.703          |
| 1086 | 0.2    | 40  | 40    | 0.4 | "midpoint" | 4.23872      | 0.44287 | 22.469          |
| 1087 | 0.2    | 40  | 40    | 0.1 | "fill"     | 4.631        | 16.109  | 392.25          |
| 1088 | 0.2    | 40  | 40    | 0.1 | "remove"   | 3.77153      | 16.094  | 377.25          |
| 1089 | 0.2    | 40  | 40    | 0.1 | "midpoint" | 4.19724      | 16.063  | 390.25          |
| 1090 | 0.2    | 45  | 90    | 0.4 | "K_JJ"     | 5.41743      | 0.34375 | 22.313          |
| 1091 | 0.2    | 45  | 90    | 0.4 | "K_KC"     | 5.27694      | 0.38525 | 23.453          |
| 1092 | 0.2    | 45  | 90    | 0.4 | "K_xi"     | 5.93256      | 0.33765 | 23.188          |
| 1093 | 0.2    | 45  | 90    | 0.4 | "fill"     | 7.4193       | 0.34546 | 23.313          |
| 1094 | 0.2    | 45  | 90    | 0.4 | "remove"   | 3.06065      | 0.34155 | 23.766          |
| 1095 | 0.2    | 45  | 90    | 0.4 | "midpoint" | 5.19049      | 0.34351 | 23.875          |
| 1096 | 0.2    | 45  | 90    | 0.1 | "fill"     | 6.47207      | 14.656  | 158.63          |
| 1097 | 0.2    | 45  | 90    | 0.1 | "remove"   | 5.37634      | 14.547  | 160.13          |
| 1098 | 0.2    | 45  | 90    | 0.1 | "midpoint" | 5.92098      | 15.086  | 161.5           |
| 1099 | 0.2    | 45  | 85    | 0.4 | "K_JJ"     | 5.37385      | 0.37744 | 23.625          |
| 1100 | 0.2    | 45  | 85    | 0.4 | "K_KC"     | 5.23289      | 0.33496 | 22.563          |
| 1101 | 0.2    | 45  | 85    | 0.4 | "K_xi"     | 5.90989      | 0.33447 | 22.719          |
| 1102 | 0.2    | 45  | 85    | 0.4 | "fill"     | 7.85613      | 0.33179 | 24.547          |
| 1103 | 0.2    | 45  | 85    | 0.4 | "remove"   | 3.65317      | 0.33472 | 22.906          |
| 1104 | 0.2    | 45  | 85    | 0.4 | "midpoint" | 5.80338      | 0.37134 | 22.234          |
| 1105 | 0.2    | 45  | 85    | 0.1 | "fill"     | 6.3003       | 14.25   | 395.5           |
| 1106 | 0.2    | 45  | 85    | 0.1 | "remove"   | 5.24075      | 15.039  | 387.5           |
| 1107 | 0.2    | 45  | 85    | 0.1 | "midpoint" | 5.7746       | 14.945  | 370.75          |
| 1108 | 0.2    | 45  | 80    | 0.4 | "K_JJ"     | 5.31296      | 0.34961 | 21.453          |
| 1109 | 0.2    | 45  | 80    | 0.4 | "K_KC"     | 5.1731       | 0.34229 | 25.063          |
| 1110 | 0.2    | 45  | 80    | 0.4 | "K_xi"     | 5.84667      | 0.35181 | 23.844          |
| 1111 | 0.2    | 45  | 80    | 0.4 | "fill"     | 8.20246      | 0.36987 | 22.297          |
| 1112 | 0.2    | 45  | 80    | 0.4 | "remove"   | 3.37676      | 0.31738 | 25.016          |
| 1113 | 0.2    | 45  | 80    | 0.4 | "midpoint" | 5.57943      | 0.34424 | 23.547          |
| 1114 | 0.2    | 45  | 80    | 0.1 | "fill"     | 6.24952      | 14.805  | 371.0           |
| 1115 | 0.2    | 45  | 80    | 0.1 | "remove"   | 5.18653      | 14.883  | 381.5           |
| 1116 | 0.2    | 45  | 80    | 0.1 | "midpoint" | 5.71486      | 15.0    | 368.0           |
| 1117 | 0.2    | 45  | 75    | 0.4 | "K_JJ"     | 5.22032      | 0.40723 | 22.797          |
| 1118 | 0.2    | 45  | 75    | 0.4 | "K_KC"     | 5.08332      | 0.34253 | 24.828          |
| 1119 | 0.2    | 45  | 75    | 0.4 | "K_xi"     | 5.74588      | 0.3208  | 22.234          |
| 1120 | 0.2    | 45  | 75    | 0.4 | "fill"     | 7.93493      | 0.36426 | 20.672          |
| 1121 | 0.2    | 45  | 75    | 0.4 | "remove"   | 3.56727      | 0.32007 | 24.078          |
| 1122 | 0.2    | 45  | 75    | 0.4 | "midpoint" | 5.69828      | 0.33594 | 23.484          |
| 1123 | 0.2    | 45  | 75    | 0.1 | "fill"     | 6.15585      | 14.398  | 373.75          |
| 1124 | 0.2    | 45  | 75    | 0.1 | "remove"   | 5.07198      | 15.063  | 374.25          |
| 1125 | 0.2    | 45  | 75    | 0.1 | "midpoint" | 5.61378      | 14.883  | 373.75          |
| 1126 | 0.2    | 45  | 70    | 0.4 | "K_JJ"     | 5.09531      | 0.39136 | 21.813          |
| 1127 | 0.2    | 45  | 70    | 0.4 | "K_KC"     | 4.96087      | 0.3501  | 24.156          |
| 1128 | 0.2    | 45  | 70    | 0.4 | "K_xi"     | 5.60913      | 0.38379 | 21.516          |
| 1129 | 0.2    | 45  | 70    | 0.4 | "fill"     | 7.64885      | 0.3252  | 21.875          |
| 1130 | 0.2    | 45  | 70    | 0.4 | "remove"   | 3.64975      | 0.35083 | 24.063          |
| 1131 | 0.2    | 45  | 70    | 0.4 | "midpoint" | 5.58484      | 0.40649 | 24.891          |
| 1132 | 0.2    | 45  | 70    | 0.1 | "fill"     | 6.01471      | 15.414  | 377.25          |
| 1133 | 0.2    | 45  | 70    | 0.1 | "remove"   | 4.94648      | 15.094  | 367.75          |
| 1134 | 0.2    | 45  | 70    | 0.1 | "midpoint" | 5.47997      | 15.086  | 380.75          |
| 1135 | 0.2    | 45  | 65    | 0.4 | "K_JJ"     | 4.93829      | 0.35742 | 21.438          |
| 1136 | 0.2    | 45  | 65    | 0.4 | "K_KC"     | 4.80846      | 0.40381 | 23.297          |
| 1137 | 0.2    | 45  | 65    | 0.4 | "K_xi"     | 5.43688      | 0.35522 | 23.672          |
| 1138 | 0.2    | 45  | 65    | 0.4 | "fill"     | 7.57697      | 0.37988 | 21.938          |
| 1139 | 0.2    | 45  | 65    | 0.4 | "remove"   | 3.13206      | 0.35571 | 23.906          |
| 1140 | 0.2    | 45  | 65    | 0.4 | "midpoint" | 5.36073      | 0.38916 | 23.094          |
| 1141 | 0.2    | 45  | 65    | 0.1 | "fill"     | 5.84179      | 15.086  | 380.5           |
| 1142 | 0.2    | 45  | 65    | 0.1 | "remove"   | 4.77303      | 15.055  | 393.5           |
| 1143 | 0.2    | 45  | 65    | 0.1 | "midpoint" | 5.31265      | 14.734  | 385.25          |
| 1144 | 0.2    | 45  | 60    | 0.4 | "K_JJ"     | 4.74533      | 0.41235 | 24.688          |
| 1145 | 0.2    | 45  | 60    | 0.4 | "K_KC"     | 4.62117      | 0.37744 | 23.484          |
| 1146 | 0.2    | 45  | 60    | 0.4 | "K_xi"     | 5.22751      | 0.40356 | 22.563          |
| 1147 | 0.2    | 45  | 60    | 0.4 | "fill"     | 7.28682      | 0.35986 | 20.313          |
| 1148 | 0.2    | 45  | 60    | 0.4 | "remove"   | 3.10494      | 0.3894  | 23.594          |
| 1149 | 0.2    | 45  | 60    | 0.4 | "midpoint" | 5.16598      | 0.35815 | 24.188          |
| 1150 | 0.2    | 45  | 60    | 0.1 | "fill"     | 5.62199      | 15.68   | 381.0           |
| 1151 | 0.2    | 45  | 60    | 0.1 | "remove"   | 4.57924      | 15.453  | 385.25          |
| 1152 | 0.2    | 45  | 60    | 0.1 | "midpoint" | 5.08579      | 15.039  | 384.25          |
| 1153 | 0.2    | 45  | 55    | 0.4 | "K_JJ"     | 4.52256      | 0.40796 | 22.234          |
| 1154 | 0.2    | 45  | 55    | 0.4 | "K_KC"     | 4.39688      | 0.40503 | 23.422          |
| 1155 | 0.2    | 45  | 55    | 0.4 | "K_xi"     | 4.98462      | 0.36646 | 22.656          |
| 1156 | 0.2    | 45  | 55    | 0.4 | "fill"     | 7.40958      | 0.41211 | 22.672          |
| 1157 | 0.2    | 45  | 55    | 0.4 | "remove"   | 2.77325      | 0.40234 | 23.703          |
| 1158 | 0.2    | 45  | 55    | 0.4 | "midpoint" | 4.74222      | 0.41089 | 24.813          |
| 1159 | 0.2    | 45  | 55    | 0.1 | "fill"     | 5.32509      | 14.961  | 161.25          |
| 1160 | 0.2    | 45  | 55    | 0.1 | "remove"   | 4.37731      | 15.602  | 160.13          |
| 1161 | 0.2    | 45  | 55    | 0.1 | "midpoint" | 4.89597      | 15.695  | 157.63          |
| 1162 | 0.2    | 45  | 50    | 0.4 | "K_JJ"     | 4.26596      | 0.4436  | 27.938          |
| 1163 | 0.2    | 45  | 50    | 0.4 | "K_KC"     | 4.15298      | 0.41724 | 22.203          |
| 1164 | 0.2    | 45  | 50    | 0.4 | "K_xi"     | 4.70368      | 0.40845 | 23.641          |
| 1165 | 0.2    | 45  | 50    | 0.4 | "fill"     | 6.59073      | 0.40845 | 22.125          |
| 1166 | 0.2    | 45  | 50    | 0.4 | "remove"   | 2.86927      | 0.37427 | 25.656          |
| 1167 | 0.2    | 45  | 50    | 0.4 | "midpoint" | 4.61445      | 0.39282 | 24.344          |
| 1168 | 0.2    | 45  | 50    | 0.1 | "fill"     | 5.05019      | 16.109  | 383.5           |
| 1169 | 0.2    | 45  | 50    | 0.1 | "remove"   | 4.09325      | 16.234  | 390.75          |
| 1170 | 0.2    | 45  | 50    | 0.1 | "midpoint" | 4.55894      | 15.75   | 393.0           |
| 1171 | 0.2    | 45  | 45    | 0.4 | "K_JJ"     | 3.96622      | 0.4209  | 22.453          |
| 1172 | 0.2    | 45  | 45    | 0.4 | "K_KC"     | 3.85871      | 0.41357 | 22.016          |
| 1173 | 0.2    | 45  | 45    | 0.4 | "K_xi"     | 4.37826      | 0.40796 | 22.594          |
| 1174 | 0.2    | 45  | 45    | 0.4 | "fill"     | 6.25267      | 0.40991 | 22.453          |
| 1175 | 0.2    | 45  | 45    | 0.4 | "remove"   | 2.62597      | 0.40649 | 22.531          |
| 1176 | 0.2    | 45  | 45    | 0.4 | "midpoint" | 4.2339       | 0.40747 | 22.688          |
| 1177 | 0.2    | 45  | 45    | 0.1 | "fill"     | 4.69064      | 15.461  | 375.5           |
| 1178 | 0.2    | 45  | 45    | 0.1 | "remove"   | 3.81048      | 15.898  | 398.25          |
| 1179 | 0.2    | 45  | 45    | 0.1 | "midpoint" | 4.25378      | 16.063  | 390.25          |
| 1180 | 0.2    | 45  | 40    | 0.4 | "K_JJ"     | 3.65407      | 0.46582 | 23.375          |
| 1181 | 0.2    | 45  | 40    | 0.4 | "K_KC"     | 3.55291      | 0.45703 | 23.516          |
| 1182 | 0.2    | 45  | 40    | 0.4 | "K_xi"     | 4.03865      | 0.43164 | 23.094          |
| 1183 | 0.2    | 45  | 40    | 0.4 | "fill"     | 5.75834      | 0.42651 | 20.719          |
| 1184 | 0.2    | 45  | 40    | 0.4 | "remove"   | 2.33879      | 0.46167 | 22.547          |
| 1185 | 0.2    | 45  | 40    | 0.4 | "midpoint" | 3.95821      | 0.41602 | 22.703          |
| 1186 | 0.2    | 45  | 40    | 0.1 | "fill"     | 4.30571      | 16.422  | 461.0           |
| 1187 | 0.2    | 45  | 40    | 0.1 | "remove"   | 3.50475      | 16.672  | 398.0           |
| 1188 | 0.2    | 45  | 40    | 0.1 | "midpoint" | 3.90971      | 16.297  | 388.0           |
